,post_code,x,y
121,PE3 6DB,-0.2585764,52.5739444
122,PE3 6DB,-0.2585764,52.5739444
123,CB4 1PX,0.135596721485953,52.2196243097776
124,CB1 3DF,0.151184469429095,52.1972087642586
125,PE27 5BB,-0.0722167722565389,52.3219725104601
126,PE27 5BB,-0.0722167722565389,52.3219725104601
127,PE29 3RJ,-0.179040286489771,52.3316721755019
128,PE1 1EH,-0.241638572026683,52.5692688416774
129,PE3 6DB,-0.2585764,52.5739444
130,PE19 8BB,-0.286856733635841,52.2225709481613
131,CB1 3LP,0.143025301661665,52.1979469745043
132,PE29 3TN,-0.181841652102276,52.3278699365106
133,PE1 3FG,-0.244734611001683,52.5874404499148
134,PE29 3TN,-0.181841652102276,52.3278699365106
135,PE19 1AG,-0.267304878737544,52.2290155806607
136,PE13 3AB,0.163913130048185,52.6649358672037
137,PE19 1AG,-0.267304878737544,52.2290155806607
138,PE13 3AB,0.163913130048185,52.6649358672037
139,CB4 1PX,0.135596721485953,52.2196243097776
140,PE15 0UG,0.0558473540495573,52.4998915348372
141,CB6 1DN,0.275522419329063,52.4131134043167
142,PE29 6NT,-0.202605135958688,52.3334172042591
143,PE1 1JL,-0.244989454277919,52.571972228921
144,PE15 0UG,0.0558473540495573,52.4998915348372
145,PE13 3UZ,0.163906530644065,52.6657002538052
146,CB4 1GL,0.152808013426987,52.2252757160478
147,PE1 1DY,-0.2423559,52.5698326
148,PE29 3TN,-0.181841652102276,52.3278699365106
149,PE1 2QP,-0.240576050006268,52.5840161388148
150,CB2 0QQ,0.139114437022424,52.1737406887487
151,PE3 6DB,-0.2585764,52.5739444
152,PE15 0UG,0.0558473540495573,52.4998915348372
153,PE29 6FN,-0.207777787153609,52.3376791276169
154,PE2 6LR,-0.319752393553737,52.5511987095042
155,PE4 6NB,-0.271941532277496,52.620809997702
156,PE15 0UG,0.0558473540495573,52.4998915348372
157,CB23 6EA,-0.077784780562845,52.2231464571081
158,PE27 4LG,-0.0637371914161099,52.3210663421371
159,PE29 6FN,-0.207777787153609,52.3376791276169
160,PE29 3TN,-0.181841652102276,52.3278699365106
161,SG8 9EN,-0.0223827066922452,52.0415271456669
162,SG8 7BS,-0.0207445776181305,52.0487684992363
163,SG5 1HF,-0.281238002967767,51.9500085249754
164,PE3 6DB,-0.2585764,52.5739444
165,CB2 1LR,0.128334255976802,52.1953012944391
166,PE1 5DU,-0.23055965644739,52.5754334031254
167,PE3 9GZ,-0.279385663960995,52.5839210910483
168,PE3 6DB,-0.2585764,52.5739444
169,PE19 5SZ,-0.254174010281899,52.2917642100995
170,PE3 9AQ,-0.297549501493029,52.5764694816656
171,CB6 1DN,0.275522419329063,52.4131134043167
172,CB22 3FB,0.161318345684286,52.1676448893261
173,CB23 6EA,-0.077784780562845,52.2231464571081
174,PE15 0UG,0.0558473540495573,52.4998915348372
175,PE2 6LR,-0.319752393553737,52.5511987095042
176,CB2 1LR,0.128334255976802,52.1953012944391
177,PE27 5JD,-0.0702216757459269,52.3242235859664
178,PE13 1BW,0.161418250133454,52.6632280898985
